id_origin;origin;id_destination;destination;distance; duree
2496;200 LOUIS-HEBERT;132;5030 RUE SAINT-DENIS;33323;1983
132;5030 RUE SAINT-DENIS;2496;200 LOUIS-HEBERT;33785;2063
2496;200 LOUIS-HEBERT;133;1500 ATWATER;38817;2267
133;1500 ATWATER;2496;200 LOUIS-HEBERT;44458;2096
2496;200 LOUIS-HEBERT;134;1250 RUE GUY;37723;2197
134;1250 RUE GUY;2496;200 LOUIS-HEBERT;37417;2156
2496;200 LOUIS-HEBERT;135;3620 LORNE CRESCENT;38170;2463
135;3620 LORNE CRESCENT;2496;200 LOUIS-HEBERT;36817;2447
2496;200 LOUIS-HEBERT;136;BELLECHASSE & NORMAVILLE;288209;10110
136;BELLECHASSE & NORMAVILLE;2496;200 LOUIS-HEBERT;287883;10061
2496;200 LOUIS-HEBERT;137;BELLECHASSE & NORMANVILLE;288209;10110
137;BELLECHASSE & NORMANVILLE;2496;200 LOUIS-HEBERT;287883;10061
2496;200 LOUIS-HEBERT;138;5050 18 AVE.;28946;1501
138;5050 18 AVE.;2496;200 LOUIS-HEBERT;28493;1467
2496;200 LOUIS-HEBERT;139;776 RUE DU BRUANT;10887;576
139;776 RUE DU BRUANT;2496;200 LOUIS-HEBERT;11499;541
2496;200 LOUIS-HEBERT;140;2595 HENRI-BOURASSA;34302;1546
140;2595 HENRI-BOURASSA;2496;200 LOUIS-HEBERT;33980;1455
2496;200 LOUIS-HEBERT;141;1429 DE LA GARE;3331;293
141;1429 DE LA GARE;2496;200 LOUIS-HEBERT;3352;300
2496;200 LOUIS-HEBERT;142;RUE CRAIK;61022;2599
142;RUE CRAIK;2496;200 LOUIS-HEBERT;59755;2554
2496;200 LOUIS-HEBERT;143;291 JORDAN;10171;888
143;291 JORDAN;2496;200 LOUIS-HEBERT;10171;888
2496;200 LOUIS-HEBERT;144;301 JORDAN;10160;731
144;301 JORDAN;2496;200 LOUIS-HEBERT;7772;829
2496;200 LOUIS-HEBERT;145;DES COLIADES;74085;2987
145;DES COLIADES;2496;200 LOUIS-HEBERT;74753;3057
2496;200 LOUIS-HEBERT;146;2306 RUE TUPPER;44992;2197
146;2306 RUE TUPPER;2496;200 LOUIS-HEBERT;44384;2105
2496;200 LOUIS-HEBERT;147;8075 RUE HOCHELAGA;25630;1226
147;8075 RUE HOCHELAGA;2496;200 LOUIS-HEBERT;24525;1111
2496;200 LOUIS-HEBERT;148;1061 CHEMIN DUHAMEL;67103;3103
148;1061 CHEMIN DUHAMEL;2496;200 LOUIS-HEBERT;67215;3050
2496;200 LOUIS-HEBERT;149;ST-JEAN-BAPTISTE & VICTORIA;624173;22384
149;ST-JEAN-BAPTISTE & VICTORIA;2496;200 LOUIS-HEBERT;622486;22505
2496;200 LOUIS-HEBERT;150;5000 RUE MURPHY;74886;3032
150;5000 RUE MURPHY;2496;200 LOUIS-HEBERT;75503;3076
2496;200 LOUIS-HEBERT;151;860 GERARD-CADIEUX;92369;3635
151;860 GERARD-CADIEUX;2496;200 LOUIS-HEBERT;93248;3654
2496;200 LOUIS-HEBERT;152;RUE EVELYN;44990;2150
152;RUE EVELYN;2496;200 LOUIS-HEBERT;44803;2169
2496;200 LOUIS-HEBERT;153;2929 RUE VICTORIA;47863;2034
153;2929 RUE VICTORIA;2496;200 LOUIS-HEBERT;46599;2000
2496;200 LOUIS-HEBERT;154;30  RUE NAPOLEON;25060;1177
154;30  RUE NAPOLEON;2496;200 LOUIS-HEBERT;25884;1255
2496;200 LOUIS-HEBERT;155;COIN PHILIPPE GOULET  ET IBERVILLE;21625;994
155;COIN PHILIPPE GOULET  ET IBERVILLE;2496;200 LOUIS-HEBERT;17992;981
2496;200 LOUIS-HEBERT;156;2000 RUE DECELLES;36762;1838
156;2000 RUE DECELLES;2496;200 LOUIS-HEBERT;36637;1825
2496;200 LOUIS-HEBERT;157;JOB 832 RUE DES NACREES;74094;2985
157;JOB 832 RUE DES NACREES;2496;200 LOUIS-HEBERT;74761;3047
2496;200 LOUIS-HEBERT;158;51 TERRASSE MIRON;41624;1777
158;51 TERRASSE MIRON;2496;200 LOUIS-HEBERT;40631;1703
2496;200 LOUIS-HEBERT;159;DE LA ROCHE & SAINT-GREGOIRE;980713;34259
159;DE LA ROCHE & SAINT-GREGOIRE;2496;200 LOUIS-HEBERT;977507;34184
2496;200 LOUIS-HEBERT;160;1605 CEDAR;40460;2469
160;1605 CEDAR;2496;200 LOUIS-HEBERT;45972;2329
2496;200 LOUIS-HEBERT;161;10050 AVENUE DURHAM;28035;1471
161;10050 AVENUE DURHAM;2496;200 LOUIS-HEBERT;26685;1407
2496;200 LOUIS-HEBERT;162;5701 TRANSCANADIENNE;47029;1949
162;5701 TRANSCANADIENNE;2496;200 LOUIS-HEBERT;49223;2103
2496;200 LOUIS-HEBERT;163;215 FROBISHER;49809;2243
163;215 FROBISHER;2496;200 LOUIS-HEBERT;49952;2155
2496;200 LOUIS-HEBERT;164;CH. STE-MARIE &;120292;4416
164;CH. STE-MARIE &;2496;200 LOUIS-HEBERT;121355;4326
2496;200 LOUIS-HEBERT;165;DES SOURCES;45264;2029
165;DES SOURCES;2496;200 LOUIS-HEBERT;54048;2219
2496;200 LOUIS-HEBERT;166;VICTOR-DAVIS;46510;1821
166;VICTOR-DAVIS;2496;200 LOUIS-HEBERT;48618;1995
2496;200 LOUIS-HEBERT;167;6790 ROUTE TRANSCANADIENNE;48253;2143
167;6790 ROUTE TRANSCANADIENNE;2496;200 LOUIS-HEBERT;48643;2069
2496;200 LOUIS-HEBERT;168;CHEMIN DE LA GARE ET DE LA SARBONNE;58488;2501
168;CHEMIN DE LA GARE ET DE LA SARBONNE;2496;200 LOUIS-HEBERT;57350;2524
2496;200 LOUIS-HEBERT;170;JEAN-LEMAN & DE LA SORBONNE;54790;2424
170;JEAN-LEMAN & DE LA SORBONNE;2496;200 LOUIS-HEBERT;53918;2348
2496;200 LOUIS-HEBERT;171;AVE VICTOR DAVIS;48226;1994
171;AVE VICTOR DAVIS;2496;200 LOUIS-HEBERT;47136;1852
2496;200 LOUIS-HEBERT;172;TRANSCANADIENNE;30567;1208
172;TRANSCANADIENNE;2496;200 LOUIS-HEBERT;31851;1330
2496;200 LOUIS-HEBERT;173;16975 TRANSCANADIENNE;49807;1965
173;16975 TRANSCANADIENNE;2496;200 LOUIS-HEBERT;51649;2150
2496;200 LOUIS-HEBERT;174;5830-5850 RUE JARRY-EST;23400;1020
174;5830-5850 RUE JARRY-EST;2496;200 LOUIS-HEBERT;23230;1110
2496;200 LOUIS-HEBERT;175;MAISONNEUVE & ST-THIMOTHEE;30069;1523
175;MAISONNEUVE & ST-THIMOTHEE;2496;200 LOUIS-HEBERT;29719;1548
2496;200 LOUIS-HEBERT;176;RUE ANN & RUE WILLIAM;37216;2142
176;RUE ANN & RUE WILLIAM;2496;200 LOUIS-HEBERT;36461;2004
2496;200 LOUIS-HEBERT;177;8880 BOUL. LEDUC;49910;2182
177;8880 BOUL. LEDUC;2496;200 LOUIS-HEBERT;48501;2290
2496;200 LOUIS-HEBERT;178;2950 RUE JARRY EST;26945;1232
178;2950 RUE JARRY EST;2496;200 LOUIS-HEBERT;26805;1212
2496;200 LOUIS-HEBERT;179;7777 MARIE-VICTORIN;45309;1897
179;7777 MARIE-VICTORIN;2496;200 LOUIS-HEBERT;44100;1805
2496;200 LOUIS-HEBERT;180;4000 BOUL. LAPINIERE;48667;2126
180;4000 BOUL. LAPINIERE;2496;200 LOUIS-HEBERT;47167;2008
2496;200 LOUIS-HEBERT;181;HOCHELAGA & PIE-IX;31567;1661
181;HOCHELAGA & PIE-IX;2496;200 LOUIS-HEBERT;30537;1656
2496;200 LOUIS-HEBERT;182;2950 JARRY EST;26945;1232
182;2950 JARRY EST;2496;200 LOUIS-HEBERT;26805;1212
2496;200 LOUIS-HEBERT;183;8457 12E AVENUE;27612;1302
183;8457 12E AVENUE;2496;200 LOUIS-HEBERT;27192;1314
2496;200 LOUIS-HEBERT;184;2778 PLESSIS;36752;1913
184;2778 PLESSIS;2496;200 LOUIS-HEBERT;37077;2025
2496;200 LOUIS-HEBERT;185;MR TABAC RTE 132;57164;2360
185;MR TABAC RTE 132;2496;200 LOUIS-HEBERT;55801;2285
2496;200 LOUIS-HEBERT;186;4401 RUE MOLSON;31937;1784
186;4401 RUE MOLSON;2496;200 LOUIS-HEBERT;30991;1819
2496;200 LOUIS-HEBERT;187;COIN ANDRE & HYMUS;1069511;36209
187;COIN ANDRE & HYMUS;2496;200 LOUIS-HEBERT;1074466;36543
2496;200 LOUIS-HEBERT;188;BOUL ST-CHARLES;50697;2131
188;BOUL ST-CHARLES;2496;200 LOUIS-HEBERT;50906;2040
2496;200 LOUIS-HEBERT;189;1928 ST-REGIS;43573;1733
189;1928 ST-REGIS;2496;200 LOUIS-HEBERT;44590;1912
2496;200 LOUIS-HEBERT;190;4030 BLV. CHENONCEAU;28074;1306
190;4030 BLV. CHENONCEAU;2496;200 LOUIS-HEBERT;27309;1223
2496;200 LOUIS-HEBERT;191;CHATEAUNEUF & DU QUARTIER;52708;2276
191;CHATEAUNEUF & DU QUARTIER;2496;200 LOUIS-HEBERT;48964;2266
2496;200 LOUIS-HEBERT;192;RUE NAPLES;56413;2313
192;RUE NAPLES;2496;200 LOUIS-HEBERT;54400;2374
2496;200 LOUIS-HEBERT;193;PIE-IX  & BEAUBIEN;26663;1294
193;PIE-IX  & BEAUBIEN;2496;200 LOUIS-HEBERT;27131;1353
2496;200 LOUIS-HEBERT;194;PIE IX OUEST & MASSON;26663;1294
194;PIE IX OUEST & MASSON;2496;200 LOUIS-HEBERT;27131;1353
2496;200 LOUIS-HEBERT;195;PIE IX & ROSEMONT;26663;1294
195;PIE IX & ROSEMONT;2496;200 LOUIS-HEBERT;27131;1353
2496;200 LOUIS-HEBERT;196;PE IX & BELAIR;1617852;55439
196;PE IX & BELAIR;2496;200 LOUIS-HEBERT;1626342;55545
2496;200 LOUIS-HEBERT;197;PE IX & LAURIER;1617852;55439
197;PE IX & LAURIER;2496;200 LOUIS-HEBERT;1626342;55545
2496;200 LOUIS-HEBERT;198;PE IX & ROSEMONT;1617852;55439
198;PE IX & ROSEMONT;2496;200 LOUIS-HEBERT;1626342;55545
2496;200 LOUIS-HEBERT;199;PE IX & DANDURAND;1617852;55439
199;PE IX & DANDURAND;2496;200 LOUIS-HEBERT;1626342;55545
2496;200 LOUIS-HEBERT;200;PIE IX & ST-JOSEPH;26663;1294
200;PIE IX & ST-JOSEPH;2496;200 LOUIS-HEBERT;27131;1353
2496;200 LOUIS-HEBERT;201;ST-JOSEPH EST & PIE IX;31132;1809
201;ST-JOSEPH EST & PIE IX;2496;200 LOUIS-HEBERT;30743;1778
2496;200 LOUIS-HEBERT;202;BOUL PIE-IX & BOUL ROSEMONT;26663;1294
202;BOUL PIE-IX & BOUL ROSEMONT;2496;200 LOUIS-HEBERT;27131;1353
2496;200 LOUIS-HEBERT;203;BOUL PIE IX & BOUL ROSEMONT;26663;1294
203;BOUL PIE IX & BOUL ROSEMONT;2496;200 LOUIS-HEBERT;27131;1353
2496;200 LOUIS-HEBERT;204;BOUL PIE-IX & BEAUBIEN;26663;1294
204;BOUL PIE-IX & BEAUBIEN;2496;200 LOUIS-HEBERT;27131;1353
2496;200 LOUIS-HEBERT;205;PIE-IX & MASSON;26663;1294
205;PIE-IX & MASSON;2496;200 LOUIS-HEBERT;27131;1353
2496;200 LOUIS-HEBERT;206;D'HERELLE ET PIE IX;25931;1202
206;D'HERELLE ET PIE IX;2496;200 LOUIS-HEBERT;25761;1244
2496;200 LOUIS-HEBERT;207;PE IX & DANDURANT;1617852;55439
207;PE IX & DANDURANT;2496;200 LOUIS-HEBERT;1626342;55545
2496;200 LOUIS-HEBERT;208;PIE IX   ET DANDURAND;28126;1616
208;PIE IX   ET DANDURAND;2496;200 LOUIS-HEBERT;27593;1524
2496;200 LOUIS-HEBERT;209;PIE IX & BOULSAINT-JOSEPH EST;26663;1294
209;PIE IX & BOULSAINT-JOSEPH EST;2496;200 LOUIS-HEBERT;27131;1353
2496;200 LOUIS-HEBERT;210;BBOUL PIE-IX & BOUL ROSEMONT;26663;1294
210;BBOUL PIE-IX & BOUL ROSEMONT;2496;200 LOUIS-HEBERT;27131;1353
2496;200 LOUIS-HEBERT;211;BOUL PIE-IX & RUE BEAUBIEN E;26663;1294
211;BOUL PIE-IX & RUE BEAUBIEN E;2496;200 LOUIS-HEBERT;27131;1353
2496;200 LOUIS-HEBERT;212;BOUL PIE-IX & BEAUBIEN EST;26663;1294
212;BOUL PIE-IX & BEAUBIEN EST;2496;200 LOUIS-HEBERT;27131;1353
2496;200 LOUIS-HEBERT;213;165 CHAMBERY;21635;1074
213;165 CHAMBERY;2496;200 LOUIS-HEBERT;22123;1158
2496;200 LOUIS-HEBERT;214;2360 AVE DE LA SALLE;29705;1466
214;2360 AVE DE LA SALLE;2496;200 LOUIS-HEBERT;29032;1421
2496;200 LOUIS-HEBERT;215;167 RUE DE LA RAINETTE;100175;4023
215;167 RUE DE LA RAINETTE;2496;200 LOUIS-HEBERT;100710;4042
2496;200 LOUIS-HEBERT;216;169 RUE DE LA RAINETTE;94715;3763
216;169 RUE DE LA RAINETTE;2496;200 LOUIS-HEBERT;95251;3777
2496;200 LOUIS-HEBERT;217;167 DE LA RAINETTE;100175;4023
217;167 DE LA RAINETTE;2496;200 LOUIS-HEBERT;100710;4042
2496;200 LOUIS-HEBERT;218;169 DE LA RAINETTE;100175;4023
218;169 DE LA RAINETTE;2496;200 LOUIS-HEBERT;100710;4042
2496;200 LOUIS-HEBERT;219;3700 RUE STE-CATHERINE-EST;30674;1508
219;3700 RUE STE-CATHERINE-EST;2496;200 LOUIS-HEBERT;30251;1553
2496;200 LOUIS-HEBERT;220;119 70E AVENUE;97591;3740
220;119 70E AVENUE;2496;200 LOUIS-HEBERT;97826;3721
2496;200 LOUIS-HEBERT;221;605 DESLAURIERS;33637;1527
221;605 DESLAURIERS;2496;200 LOUIS-HEBERT;34824;1477
2496;200 LOUIS-HEBERT;222;6795 RUE MARCONI;32191;1856
222;6795 RUE MARCONI;2496;200 LOUIS-HEBERT;32496;1875
2496;200 LOUIS-HEBERT;223;1670  AVE LINCOLN;38472;2149
223;1670  AVE LINCOLN;2496;200 LOUIS-HEBERT;44577;2186
2496;200 LOUIS-HEBERT;224;1670 AVENUE LINCOLN;38472;2149
224;1670 AVENUE LINCOLN;2496;200 LOUIS-HEBERT;44577;2186
2496;200 LOUIS-HEBERT;225;88 RUE JEAN GUYON;34481;1319
225;88 RUE JEAN GUYON;2496;200 LOUIS-HEBERT;36660;1528
2496;200 LOUIS-HEBERT;226;CH. STE-MARIE & MORGAN;120292;4416
226;CH. STE-MARIE & MORGAN;2496;200 LOUIS-HEBERT;121355;4326
2496;200 LOUIS-HEBERT;227;164 CH GRANDE LIGNE;75807;3385
227;164 CH GRANDE LIGNE;2496;200 LOUIS-HEBERT;74482;3303
2496;200 LOUIS-HEBERT;228;242 MELVILLE;66836;2977
228;242 MELVILLE;2496;200 LOUIS-HEBERT;66331;2922
2496;200 LOUIS-HEBERT;229;SUMMERLY ET SIMPSON;47441;1968
229;SUMMERLY ET SIMPSON;2496;200 LOUIS-HEBERT;46164;1918
2496;200 LOUIS-HEBERT;230;DR PENFIELD & DU MUSEE;575092;21800
230;DR PENFIELD & DU MUSEE;2496;200 LOUIS-HEBERT;576005;21797
2496;200 LOUIS-HEBERT;231;54 11E AVENUE;43059;2014
231;54 11E AVENUE;2496;200 LOUIS-HEBERT;41924;1928
2496;200 LOUIS-HEBERT;232;8620 RUE JEAN-BRILLON;53331;2492
232;8620 RUE JEAN-BRILLON;2496;200 LOUIS-HEBERT;51994;2397
2496;200 LOUIS-HEBERT;233;EN FACE 353 JAMES SHAW;56341;2505
233;EN FACE 353 JAMES SHAW;2496;200 LOUIS-HEBERT;55153;2375
2496;200 LOUIS-HEBERT;234;BRUNSWICK ET SYRAH;50726;2083
234;BRUNSWICK ET SYRAH;2496;200 LOUIS-HEBERT;51661;2262
2496;200 LOUIS-HEBERT;235;2300 RUE TUPPER;44978;2192
235;2300 RUE TUPPER;2496;200 LOUIS-HEBERT;44398;2110
2496;200 LOUIS-HEBERT;236;73 MARIE MARTHE DAOUST;70669;3346
236;73 MARIE MARTHE DAOUST;2496;200 LOUIS-HEBERT;70713;3284
2496;200 LOUIS-HEBERT;237;129 DENISE PELLETIER;16505;934
237;129 DENISE PELLETIER;2496;200 LOUIS-HEBERT;15414;679
2496;200 LOUIS-HEBERT;238;1449 TOURTERELLES JOB 915;81193;3301
238;1449 TOURTERELLES JOB 915;2496;200 LOUIS-HEBERT;81555;3273
2496;200 LOUIS-HEBERT;239;3700 MCTAVISH;38509;2384
239;3700 MCTAVISH;2496;200 LOUIS-HEBERT;37472;2388
2496;200 LOUIS-HEBERT;240;31 RUE CHRISTIE;60006;2489
240;31 RUE CHRISTIE;2496;200 LOUIS-HEBERT;60516;2531
2496;200 LOUIS-HEBERT;241;EN FACE 1285 LOUIS JOLIET;52426;2326
241;EN FACE 1285 LOUIS JOLIET;2496;200 LOUIS-HEBERT;50922;2192
2496;200 LOUIS-HEBERT;242;1540 SAUVE EST;26827;1339
242;1540 SAUVE EST;2496;200 LOUIS-HEBERT;25684;1278
2496;200 LOUIS-HEBERT;243;80 RUE TOE-BLAKE;68777;2967
243;80 RUE TOE-BLAKE;2496;200 LOUIS-HEBERT;71319;2898
2496;200 LOUIS-HEBERT;244;RUE PONT CHAMPLAIN;48855;2173
244;RUE PONT CHAMPLAIN;2496;200 LOUIS-HEBERT;46000;1887
2496;200 LOUIS-HEBERT;245;BOUL ROSEMONT & DE LORIMIER;29248;1564
245;BOUL ROSEMONT & DE LORIMIER;2496;200 LOUIS-HEBERT;28827;1493
2496;200 LOUIS-HEBERT;246;2 38E AVENUE;63453;2881
246;2 38E AVENUE;2496;200 LOUIS-HEBERT;63275;2747
2496;200 LOUIS-HEBERT;247;1040  GARDEN;9189;600
247;1040  GARDEN;2496;200 LOUIS-HEBERT;9592;632
2496;200 LOUIS-HEBERT;248;AV ALLARD & CH DU BORD DU LAC;50936;2093
248;AV ALLARD & CH DU BORD DU LAC;2496;200 LOUIS-HEBERT;50415;2079
2496;200 LOUIS-HEBERT;249;1040   GARDEN;9189;600
249;1040   GARDEN;2496;200 LOUIS-HEBERT;9592;632
2496;200 LOUIS-HEBERT;250;1309 CH. CANORA;33766;1595
250;1309 CH. CANORA;2496;200 LOUIS-HEBERT;33823;1705
2496;200 LOUIS-HEBERT;251;81 CREPIN;64677;2919
251;81 CREPIN;2496;200 LOUIS-HEBERT;63442;2877
2496;200 LOUIS-HEBERT;252;209 RTE 201;86018;3265
252;209 RTE 201;2496;200 LOUIS-HEBERT;86316;3251
2496;200 LOUIS-HEBERT;253;BOUL MONTCALM;53377;2178
253;BOUL MONTCALM;2496;200 LOUIS-HEBERT;52748;2148
2496;200 LOUIS-HEBERT;254;DE BELLECHASSE & CHABOT;288209;10110
254;DE BELLECHASSE & CHABOT;2496;200 LOUIS-HEBERT;287883;10061
2496;200 LOUIS-HEBERT;255;ROME & BOUL. ROME;49146;2182
255;ROME & BOUL. ROME;2496;200 LOUIS-HEBERT;47820;2188
2496;200 LOUIS-HEBERT;256;1250 AVE. THERESE-LAVOIE-ROUX;35267;1914
256;1250 AVE. THERESE-LAVOIE-ROUX;2496;200 LOUIS-HEBERT;34529;1779
2496;200 LOUIS-HEBERT;257;9355 HENRI-BOURASSA EST;19862;931
257;9355 HENRI-BOURASSA EST;2496;200 LOUIS-HEBERT;21856;1049
2496;200 LOUIS-HEBERT;258;10765 RUE LAJEUNESSE;27339;1326
258;10765 RUE LAJEUNESSE;2496;200 LOUIS-HEBERT;26247;1325
2496;200 LOUIS-HEBERT;259;52 LOWER MAPLE;79220;3289
259;52 LOWER MAPLE;2496;200 LOUIS-HEBERT;79837;3353
2496;200 LOUIS-HEBERT;260;100 ALEXIS-NIHON;37138;1760
260;100 ALEXIS-NIHON;2496;200 LOUIS-HEBERT;36566;1740
2496;200 LOUIS-HEBERT;261;6101 8E AVENUE;28892;1502
261;6101 8E AVENUE;2496;200 LOUIS-HEBERT;28647;1484
2496;200 LOUIS-HEBERT;263;3413 RENE LAENNEC;24671;1200
263;3413 RENE LAENNEC;2496;200 LOUIS-HEBERT;25085;1245
2496;200 LOUIS-HEBERT;264;2455 AV. LETOURNEAUX;29258;1404
264;2455 AV. LETOURNEAUX;2496;200 LOUIS-HEBERT;29313;1497
2496;200 LOUIS-HEBERT;265;COIN PHILIPPE GOULET ET IBERVILLE;21625;994
265;COIN PHILIPPE GOULET ET IBERVILLE;2496;200 LOUIS-HEBERT;17992;981
2496;200 LOUIS-HEBERT;266;175 PHILIPPE GOULET;21805;1043
266;175 PHILIPPE GOULET;2496;200 LOUIS-HEBERT;18172;1037
2496;200 LOUIS-HEBERT;267;COIN PHILIPPE ET IBERVILLE;18474;948
267;COIN PHILIPPE ET IBERVILLE;2496;200 LOUIS-HEBERT;13008;714
2496;200 LOUIS-HEBERT;268;AUT. 15 & BOUL. ILE DE SOEURS;31073;1133
268;AUT. 15 & BOUL. ILE DE SOEURS;2496;200 LOUIS-HEBERT;29754;1160
2496;200 LOUIS-HEBERT;269;GAETAN-LABERGE & MARC CANTIN;45447;2079
269;GAETAN-LABERGE & MARC CANTIN;2496;200 LOUIS-HEBERT;45316;2035
2496;200 LOUIS-HEBERT;270;20 400 CH. STE-MARIE;55756;2174
270;20 400 CH. STE-MARIE;2496;200 LOUIS-HEBERT;56426;2261
2496;200 LOUIS-HEBERT;271;12555 RUE CELTIS;44829;2235
271;12555 RUE CELTIS;2496;200 LOUIS-HEBERT;43398;2165
2496;200 LOUIS-HEBERT;272;22 CH. MISTRAL;37752;1850
272;22 CH. MISTRAL;2496;200 LOUIS-HEBERT;37356;1850
2496;200 LOUIS-HEBERT;273;6801 ROUTE TRANSCANADIENNE;48041;2122
273;6801 ROUTE TRANSCANADIENNE;2496;200 LOUIS-HEBERT;48639;2094
2496;200 LOUIS-HEBERT;274;135 BATHURST;56872;2325
274;135 BATHURST;2496;200 LOUIS-HEBERT;55649;2280
2496;200 LOUIS-HEBERT;275;2379 CH CHAMBLY;53884;2402
275;2379 CH CHAMBLY;2496;200 LOUIS-HEBERT;53595;2450
2496;200 LOUIS-HEBERT;276;231 RODOLPHE-BESNER;72338;2899
276;231 RODOLPHE-BESNER;2496;200 LOUIS-HEBERT;72222;2825
2496;200 LOUIS-HEBERT;277;RUE ALLEE DU GOLF;39874;1580
277;RUE ALLEE DU GOLF;2496;200 LOUIS-HEBERT;37896;1561
2496;200 LOUIS-HEBERT;278;0 ALFRED NOBEL ALEXANDER FLEMING MARI;38598;1493
278;0 ALFRED NOBEL ALEXANDER FLEMING MARI;2496;200 LOUIS-HEBERT;37597;1539
2496;200 LOUIS-HEBERT;279;850 BOUL ST-JOSEPH;50786;2246
279;850 BOUL ST-JOSEPH;2496;200 LOUIS-HEBERT;49353;2195
2496;200 LOUIS-HEBERT;280;BELLECHASSE & DE LA ROCHE;288209;10110
280;BELLECHASSE & DE LA ROCHE;2496;200 LOUIS-HEBERT;287883;10061
2496;200 LOUIS-HEBERT;281;BELLECHASSE & CHAMBORD;288209;10110
281;BELLECHASSE & CHAMBORD;2496;200 LOUIS-HEBERT;287883;10061
2496;200 LOUIS-HEBERT;282;DE BELLECHASSE & CHAMBORD;288209;10110
282;DE BELLECHASSE & CHAMBORD;2496;200 LOUIS-HEBERT;287883;10061
2496;200 LOUIS-HEBERT;283;2921 BOUL. DE LA GARE;69961;2736
283;2921 BOUL. DE LA GARE;2496;200 LOUIS-HEBERT;68587;2894
2496;200 LOUIS-HEBERT;284;1570 RUE PRINCIPALE;34165;1407
284;1570 RUE PRINCIPALE;2496;200 LOUIS-HEBERT;33770;1388
2496;200 LOUIS-HEBERT;285;7697 RUE BOURDEAU;47676;2410
285;7697 RUE BOURDEAU;2496;200 LOUIS-HEBERT;47439;2507
2496;200 LOUIS-HEBERT;286;RUE NAPLE;56413;2313
286;RUE NAPLE;2496;200 LOUIS-HEBERT;54400;2374
2496;200 LOUIS-HEBERT;287;4115 RUE DE L'EGLISE;46485;2315
287;4115 RUE DE L'EGLISE;2496;200 LOUIS-HEBERT;46644;2252
2496;200 LOUIS-HEBERT;288;RUE DE NAPLES;56413;2313
288;RUE DE NAPLES;2496;200 LOUIS-HEBERT;54400;2374
2496;200 LOUIS-HEBERT;289;977 NOTRE DAME;18661;960
289;977 NOTRE DAME;2496;200 LOUIS-HEBERT;17803;961
2496;200 LOUIS-HEBERT;290;1004 NOTRE DAME;19031;987
290;1004 NOTRE DAME;2496;200 LOUIS-HEBERT;18173;989
2496;200 LOUIS-HEBERT;291;8837 DUBE;52888;2461
291;8837 DUBE;2496;200 LOUIS-HEBERT;51567;2376
2496;200 LOUIS-HEBERT;292;2785 AV FRANCIS-HUGHES;24248;988
292;2785 AV FRANCIS-HUGHES;2496;200 LOUIS-HEBERT;24561;1047
2496;200 LOUIS-HEBERT;293;865 ST-ANTOINE;36560;1964
293;865 ST-ANTOINE;2496;200 LOUIS-HEBERT;36374;1940
2496;200 LOUIS-HEBERT;294;8000 BOUL. LEDUC;50177;2148
294;8000 BOUL. LEDUC;2496;200 LOUIS-HEBERT;47660;2085
2496;200 LOUIS-HEBERT;295;531 ADOLPHE CHAPLEAU;19342;833
295;531 ADOLPHE CHAPLEAU;2496;200 LOUIS-HEBERT;18855;811
2496;200 LOUIS-HEBERT;296;6970 RUE DUMAS;45741;2331
296;6970 RUE DUMAS;2496;200 LOUIS-HEBERT;45494;2347
2496;200 LOUIS-HEBERT;297;1382 MICHELLE BOHEC;33350;1421
297;1382 MICHELLE BOHEC;2496;200 LOUIS-HEBERT;35514;1403
2496;200 LOUIS-HEBERT;298;2640  24E AVENUE;36875;1736
298;2640  24E AVENUE;2496;200 LOUIS-HEBERT;36447;1724
2496;200 LOUIS-HEBERT;299;2640 24E RUE;36875;1736
299;2640 24E RUE;2496;200 LOUIS-HEBERT;36447;1724
2496;200 LOUIS-HEBERT;300;288 PRINCIPALE;86764;3517
300;288 PRINCIPALE;2496;200 LOUIS-HEBERT;86770;3490
2496;200 LOUIS-HEBERT;301;SHERBROOKE E & AVE GASCON;25326;1229
301;SHERBROOKE E & AVE GASCON;2496;200 LOUIS-HEBERT;25109;1193
2496;200 LOUIS-HEBERT;302;5900 AVE PIERRE-DE-COUBERTIN;27942;1245
302;5900 AVE PIERRE-DE-COUBERTIN;2496;200 LOUIS-HEBERT;27601;1282
2496;200 LOUIS-HEBERT;303;68 LARAMEE;62312;2768
303;68 LARAMEE;2496;200 LOUIS-HEBERT;61024;2696
2496;200 LOUIS-HEBERT;305;6784 ANITA;46761;2388
305;6784 ANITA;2496;200 LOUIS-HEBERT;47410;2440
2496;200 LOUIS-HEBERT;306;2905 SUMMERSET;4607947;151782
306;2905 SUMMERSET;2496;200 LOUIS-HEBERT;4612381;151795
2496;200 LOUIS-HEBERT;307;580 CURE BOIVIN;29263;1181
307;580 CURE BOIVIN;2496;200 LOUIS-HEBERT;26901;1027
2496;200 LOUIS-HEBERT;308;2260 RUE MICHELIN;26324;1075
308;2260 RUE MICHELIN;2496;200 LOUIS-HEBERT;26292;1216
2496;200 LOUIS-HEBERT;309;RUE ALBERT & NICOLET;462791;16424
309;RUE ALBERT & NICOLET;2496;200 LOUIS-HEBERT;461593;16329
2496;200 LOUIS-HEBERT;310;459 LAVALLEE;98778;3840
310;459 LAVALLEE;2496;200 LOUIS-HEBERT;98913;3864
2496;200 LOUIS-HEBERT;311;HENRI-BOURASSA & HYMUS;27161;1276
